title,review
"        Apple iPhone 13 Pro Max, 128GB, Sierra Blue - Unlocked (Renewed)       ","
Me gusto que no lo dejaran en la puerta de mi casa, porque no estaba en el momento de la entrega,  lo enviaron a una farmacia que recibe paquetes y me dejaron una nota para recogerlo.  Cuando abrí el paquete estaba en una caja que no es la original pero es muy similar, vino con su cargador y cable. El teléfono en excelente estado, como nuevo. Ahora me falta usarlo y probar si funciona bien su sistema operativo.
"
"        Apple iPhone 13 Pro Max, 128GB, Sierra Blue - Unlocked (Renewed)       ","
Llegó a tiempo, rápido, protegido, mejor de lo esperado.Completamente nuevo y con regalos como cargador, vidrio templado, pocket y sobretodo, garantía cubierta de parte de Apple.
"
"        Apple iPhone 13 Pro Max, 128GB, Sierra Blue - Unlocked (Renewed)       ","
Battery life, great condition seemed new no dents or scratches
"
"        Apple iPhone 13 Pro Max, 128GB, Sierra Blue - Unlocked (Renewed)       ","
Ordered it on tuesday was here by friday and was scheduled for the 18th-22ndHave had it for a few days and battery life came at 100% so far so good!! Thank you!!
"
"        Apple iPhone 13 Pro Max, 128GB, Sierra Blue - Unlocked (Renewed)       ","
Just got the phone. General aesthetics are all well, looks fine. Happy with the purchase for now. Will update review after a few days of use.
"
"        Apple iPhone 13 Pro Max, 128GB, Sierra Blue - Unlocked (Renewed)       ","
I’m so happy work my new IPHONE. It was shipped right out to me the same day!!!
"
"        Apple iPhone 13 Pro Max, 128GB, Sierra Blue - Unlocked (Renewed)       ","
Everything works great on it looks new to me. 100% battery health no scratches, working charger
"
"        Apple iPhone 13 Pro Max, 128GB, Sierra Blue - Unlocked (Renewed)       ","
Estaba tan emocionada de recibir el iPhone y cuando lo abrí la verdad me decepcione un poco por qué no venía en su caja original era sólo blanca y por la cantidad que se paga uno espera que venga con todos los accesorios, también mandaron un cargador ese es punto a su favor!El celular venía sin rayones la pantalla muy bien  me encanto, lo malo en la parte de las cámaras venía un poco sucio traía como polvo lo limpié y quedo perfecto!. Pensé en regresarlo pero la verdad me encanto y el celular funciona muy bien.Yo creo que comprar el linea lleva sus riesgos de que te lleguen las cosas mal, tal vez sea mejor comprar en la tienda apple. Le di 3 estrellas por que me llego un poco sucio y sin la caja original fuera de eso el cel estaba perfecto!.A los que venden el producto por favor límpienlos antes de mandarlos!! Pagamos mucho y esperamos recibir todo bien. Gracias!😊
"
"        Apple iPhone 13 Pro Max, 128GB, Sierra Blue - Unlocked (Renewed)       ","
Great phone, great price, and no issues with it. It came quickly and well packaged.
"
"        Apple iPhone 13 Pro Max, 128GB, Sierra Blue - Unlocked (Renewed)       ","
Perfect
"
"        Apple iPhone 13 Pro Max, 128GB, Sierra Blue - Unlocked (Renewed)       ","
No scratches, 100 percent battery life
"
"        Apple iPhone 13 Pro Max, 128GB, Sierra Blue - Unlocked (Renewed)       ","
Phone came literally looking like new.
"
"        Apple iPhone 13 Pro Max, 128GB, Sierra Blue - Unlocked (Renewed)       ","
Satisfied with the product.
"
"        Apple iPhone 13 Pro Max, 128GB, Sierra Blue - Unlocked (Renewed)       ","
El telefono esta perfecto, la bateria con vida al 100%, NO me dieron cargador ni cable originalNO venia incluido el pick de la sim
"
"        Apple iPhone 13 Pro Max, 128GB, Sierra Blue - Unlocked (Renewed)       ","
Really impressed with the product quality. It was in “like new condition.” The estimated delivery was in two days, but it arrived next day have order!
"
"        Apple iPhone 13 Pro Max, 128GB, Sierra Blue - Unlocked (Renewed)       ","
La pantalla venía con bastantes rayas encima como si se hubiera raspado con algo en el suelo, la verdad no es algo que afecte al funcionamiento, no obstante antes había comprado un producto renewed en condición ""buena"" pero no estaba en estás condiciones
"
"        Apple iPhone 13 Pro Max, 128GB, Sierra Blue - Unlocked (Renewed)       ","




                    The media could not be loaded.
                



 I got this phone for my friend, who had an old iPhone.
"
"        Apple iPhone 13 Pro Max, 128GB, Sierra Blue - Unlocked (Renewed)       ","
El celular esta en perfectas condiciones, está prácticamente nuevo, hasta el momento que lleva de uso, me ha generado buena espectativa.
"
"        Apple iPhone 13 Pro Max, 128GB, Sierra Blue - Unlocked (Renewed)       ","
It is a great phone
"
"        Apple iPhone 13 Pro Max, 128GB, Sierra Blue - Unlocked (Renewed)       ","
Very nice, came brand new and I love it
"
"        Apple iPhone 13 Pro Max, 128GB, Sierra Blue - Unlocked (Renewed)       ","
I’m pretty sure the iPhone I got was unused and labeled “renewed” because it’s out of the original box. Idk if this a good thing or bad thing. Obviously the price is higher than it should be but if you just have to get an unlocked iPhone 13 pro max from Amazon then everything was good to go even came with a charger and cable
"
"        Apple iPhone 13 Pro Max, 128GB, Sierra Blue - Unlocked (Renewed)       ","
I was pleasantly surprised the Phone was in immaculate condition not a single scratch or not 1 major malfunction I’m a very satisfied customer
"
"        Apple iPhone 13 Pro Max, 128GB, Sierra Blue - Unlocked (Renewed)       ","
Excellent Apple product; Amazon did an excellent job with the delivery. The phone arrived in excellent condition; I highly recommend buying the warranty plan.
"
"        Apple iPhone 13 Pro Max, 128GB, Sierra Blue - Unlocked (Renewed)       ","
Este teléfono le gusto mucho a mis hija,tiene reconocimiento facial,tiene buena calidad de pantalla,es excelente
"
"        Apple iPhone 13 Pro Max, 128GB, Sierra Blue - Unlocked (Renewed)       ","
El producto llegó en buenas condiciones, pero para la entrega tienes q recibirlo tú mismo y si trabajas y no hay nadie en casa eso es un problema. Otro detalle q el teléfono tiene una pequeña raya cerca de l cámara no es notable, pero en la nota dise PARECE NUEVO, ES COMO NUEVO. 🧐😒. Funciona bien, incluye cargador.
"
"        Apple iPhone 13 Pro Max, 128GB, Sierra Blue - Unlocked (Renewed)       ","
I love the look and power of my iPhone! The battery life is great, too. I put a clear case, and a screen protector on to keep it safe.
"
"        Apple iPhone 13 Pro Max, 128GB, Sierra Blue - Unlocked (Renewed)       ","
Vida de la bacteria en 100
"
"        Apple iPhone 13 Pro Max, 128GB, Sierra Blue - Unlocked (Renewed)       ","
Parece un teléfono nuevo y lo mejor es que viene libre de fábrica
"
"        Apple iPhone 13 Pro Max, 128GB, Sierra Blue - Unlocked (Renewed)       ","
Phone arrived and I spent hours setting it up. Had to make a trip to Verizon because the SIM card wouldn’t work. They tell me to contact apple. Apple tells me through remote diagnostics that it has multiple hardware issues and is defective to the point it is unusable. Now I have to print this label, package it, take it to UPS, wait on them to receive it to issue a refund, and wait on the refund to process. Total waste of my time and I won’t be able to get another phone for however long it takes to do all the return process.
"
"        Apple iPhone 13 Pro Max, 128GB, Sierra Blue - Unlocked (Renewed)       ","
There were visible dents on the dge of the phone chassis where the screen glass and chassis meet.
"
"        Apple iPhone 13 Pro Max, 128GB, Sierra Blue - Unlocked (Renewed)       ","
I was robbed in this site my i phone 13 pro max was taking.I only receive phone charger
"
"        Apple iPhone 13 Pro Max, 128GB, Sierra Blue - Unlocked (Renewed)       ","
Battery no goodHard to get wifi reception
"
"        Apple iPhone 13 Pro Max, 128GB, Sierra Blue - Unlocked (Renewed)       ","
The description says renewed but mine came fully packaged in apple packaging with no tampering with any of it,I got a brand new iPhone and I’m currently loving it but yea the price needs to be lowered
"
"        Apple iPhone 13 Pro Max, 128GB, Sierra Blue - Unlocked (Renewed)       ","
I loved everything in it
"
"        Apple iPhone 13 Pro Max, 128GB, Sierra Blue - Unlocked (Renewed)       ","
You could buy a new one at Apple Store for 1,099.00 and NEW
"
"        Apple iPhone 13 Pro Max, 128GB, Sierra Blue - Unlocked (Renewed)       ","
These are renewed items which means they aren’t even brand new yet cost more than the iPhones that are brand new at apple. Disgusting and fraudulent.
"
"        Apple iPhone 13 Pro Max, 128GB, Sierra Blue - Unlocked (Renewed)       ","
El teléfono llegó en perfectas condiciones con la batería al 100% llegó con un cargador compatible no el original pero de buena calidad una exelente inversión
"
"        Apple iPhone 13 Pro Max, 128GB, Sierra Blue - Unlocked (Renewed)       ","
The phone came locked
"
"        Apple iPhone 13 Pro Max, 128GB, Sierra Blue - Unlocked (Renewed)       ","
I'm enjoying the device and it's working perfectly well.
"
"        Apple iPhone 13 Pro Max, 128GB, Sierra Blue - Unlocked (Renewed)       ","
Had this iPhone for a solid while now and it’s holding up rather well, occasional facial recognition issues, battery life still rlly good, audio quality and everything is good and the extra storage is nice
"
"        Apple iPhone 13 Pro Max, 128GB, Sierra Blue - Unlocked (Renewed)       ","
this phone very nice , look like new , i like it ,thank
"
"        Apple iPhone 13 Pro Max, 128GB, Sierra Blue - Unlocked (Renewed)       ","
I like the phone
"
"        Apple iPhone 13 Pro Max, 128GB, Sierra Blue - Unlocked (Renewed)       ","
Good product so happy with it phone batteries  health is 100%
"
"        Apple iPhone 13 Pro Max, 128GB, Sierra Blue - Unlocked (Renewed)       ","
I could get an iPhone along with the protection from theft plan for like $1,500 lol 😂 if we had that kind of money up front, why'd we be looking for refurbished tech?
"
"        Apple iPhone 13 Pro Max, 128GB, Sierra Blue - Unlocked (Renewed)       ","
All is as expected
"
"        Apple iPhone 13 Pro Max, 128GB, Sierra Blue - Unlocked (Renewed)       ","
The equipment arrived in excellent condition and with the battery at 100% capacity (Iphone 13 Pro Plus)
"
"        Apple iPhone 13 Pro Max, 128GB, Sierra Blue - Unlocked (Renewed)       ","
Product AND KEYBOARD are ABSOLUTE GARBAGE!You'll DEFINITELY be needing repairs CONSTANTLY.
"
"        Apple iPhone 13 Pro Max, 128GB, Sierra Blue - Unlocked (Renewed)       ","
Wife loves it. No scratches at all.
"
"        Apple iPhone 13 Pro Max, 128GB, Sierra Blue - Unlocked (Renewed)       ","
Buen estado, como nuevo
"
"        Apple iPhone 13 Pro Max, 128GB, Sierra Blue - Unlocked (Renewed)       ","
iPhone 13 pro max is excellent! Very fast delivery! I’m  is happy 😊
"
"        Apple iPhone 13 Pro Max, 128GB, Sierra Blue - Unlocked (Renewed)       ","
Très satisfait fonctionnel et très agréable à utiliser très puissant comme neuf même si reconditionner vraiment je l adore très bon service du vendeur
"
"        Apple iPhone 13 Pro Max, 128GB, Sierra Blue - Unlocked (Renewed)       ","
Great phone.  Superb condition. Fair price!  Arrived quickly!  Thank you!
"
"        Apple iPhone 13 Pro Max, 128GB, Sierra Blue - Unlocked (Renewed)       ","
Ok
"
"        Apple iPhone 13, 128GB, Blue - Unlocked (Renewed)       ","
It was for a nice cheaper price and despite being refurbished it looks and feels like it’s a brand new phone straight from Apple. Arrived days sooner than expected as well.I would recommend it lol
"
"        Apple iPhone 13, 128GB, Blue - Unlocked (Renewed)       ","
Phone looks like its brand new.Works great, wife is thrilled.
"
"        Apple iPhone 13, 128GB, Blue - Unlocked (Renewed)       ","
My daughter lost her iPhone 13 so I bought this unlocked iPhone 13 as a replacement. Phone was in excellent condition and looked new. Works like new. She's very happy with it.
"
"        Apple iPhone 13, 128GB, Blue - Unlocked (Renewed)       ","
My husband surprised me with an upgrade fom 11 to a 13 and I’m still finding out all the things it’s capable of doing. I highly recommend this phone.
"
"        Apple iPhone 13, 128GB, Blue - Unlocked (Renewed)       ","
The phone didn’t come with the SIM card removal tool, but it’s nothing a paperclip couldn’t fix.
"
"        Apple iPhone 13, 128GB, Blue - Unlocked (Renewed)       ","
Great condition works perfectly fine battery life 97%
"
"        Apple iPhone 13, 128GB, Blue - Unlocked (Renewed)       ","
Frankly, I don't care enough to return the phone and I already put a screen protector on, but yeah there is some minor cosmetic damage such as; scratches on the back and the front, as well as some minor damage on the bottom right corner of the edge where it was probably dropped in the past. It doesn't affect the way the phone functions but is really more of a heads-up to whoever is thinking about purchasing from this seller
"
"        Apple iPhone 13, 128GB, Blue - Unlocked (Renewed)       ","
Un equipo totalmente versátil,  de acuerdo a la descripción  del vendedor, funciona totalmente de maravilla
"
"        Apple iPhone 13, 128GB, Blue - Unlocked (Renewed)       ","
Came with a charger, and a back that plugs into the wall. Came with 100% battery life and doesn’t skip at all, works like a brand new iPhone. I love how it has 128 GB because my old phone only had 64. No scratches, no cracks, and was very well protected in the box. It was easy to transfer my old phone data on to here. I also love the color, (I got pink)
"
"        Apple iPhone 13, 128GB, Blue - Unlocked (Renewed)       ","
Excellent phone
"
"        Apple iPhone 13, 128GB, Blue - Unlocked (Renewed)       ","
Ordered this phone for my daughter, she loves it..It came exactly how it was advertised.... Would highly recommend.
"
"        Apple iPhone 13, 128GB, Blue - Unlocked (Renewed)       ","
So, I Upgraded From The 6s Plus To This Phone & It Is Awesome. I Had Bought A Renewed 11 Pro Max But The Battery Health Was 87%. I Was Hesitant To Get This Phone Because I Didn’t Know What The Battery Health Would Be But It Is 100%! This Phone Is Dope! I Love It!!! If You’re Thinking About Getting It, I Recommend It! 😁
"
"        Apple iPhone 13, 128GB, Blue - Unlocked (Renewed)       ","
A lot better than my iPhone 8 Plus, way faster cpu and way better battery life just wish it had 120 hz.
"
"        Apple iPhone 13, 128GB, Blue - Unlocked (Renewed)       ","
100% battery life! 100% recommend
"
"        Apple iPhone 13, 128GB, Blue - Unlocked (Renewed)       ","
Simplemente estoy feliz, tengo 3 semanas con el y todo funciona muy bien, me llego en perfectas condiciones está totalmente nuevo sin ni un solo rasguño, la pantalla perfecta parece nuevo de fábrica por más que le busco no encuentro ningún defecto en su exterior.El cargador con el que vino carga demasiado lento así que me compre otro y ahora todo bien.Lo recomiendo sin dudar.
"
"        Apple iPhone 13, 128GB, Blue - Unlocked (Renewed)       ","
LLego en muy buen estado y con la vida de bateria al 100%
"
"        Apple iPhone 13, 128GB, Blue - Unlocked (Renewed)       ","
Phone came in great condition and fast shipping was a major plus!
"
"        Apple iPhone 13, 128GB, Blue - Unlocked (Renewed)       ","
This phone is in perfect condition as far as I can tell. The only issue I’ve had so far is I am not able to use Face ID.
"
"        Apple iPhone 13, 128GB, Blue - Unlocked (Renewed)       ","
El producto esta prácticamente nuevo
"
"        Apple iPhone 13, 128GB, Blue - Unlocked (Renewed)       ","
Price is reasonable and no plans needed!!
"
"        Apple iPhone 13, 128GB, Blue - Unlocked (Renewed)       ","




                    The media could not be loaded.
                



 is so good, my phone is perfect
"
"        Apple iPhone 13, 128GB, Blue - Unlocked (Renewed)       ","
It came in great condition. I love that for a refurbished phone it’s just like new. Everything works very well. Extremely happy with it.
"
"        Apple iPhone 13, 128GB, Blue - Unlocked (Renewed)       ","
This was a reconditioned iPhone 13. It came with a charger and charging cord. The unit was in perfect condition with no scratches or dents. The battery life was 100%. Good value.
"
"        Apple iPhone 13, 128GB, Blue - Unlocked (Renewed)       ","
Great battery life + 5G capability.  Big improvement from the very good iphone XIf you have a 12, maybe wait (unless your battery is weakening).
"
"        Apple iPhone 13, 128GB, Blue - Unlocked (Renewed)       ","
Excellent product. Not a single scratch and battery health 100%.
"
"        Apple iPhone 13, 128GB, Blue - Unlocked (Renewed)       ","
The phone I received in great shape no scratches no dents and as described unlocked
"
"        Apple iPhone 13, 128GB, Blue - Unlocked (Renewed)       ","
Someone Could barely recognise it as renewed phone looks brand new
"
"        Apple iPhone 13, 128GB, Blue - Unlocked (Renewed)       ","
I bought this iPhone 13 for my wife and it supposed to be in an excellent condition because that's what I paid for but instead when the phone arrived, the body of the phone were bented back and curving. It doesn't feel good when holding and it won't fit in the case as good because the body of the phone was not even or flat but bent.
"
"        Apple iPhone 13, 128GB, Blue - Unlocked (Renewed)       ","
Love it
"
"        Apple iPhone 13, 128GB, Blue - Unlocked (Renewed)       ","
Great great phone
"
"        Apple iPhone 13, 128GB, Blue - Unlocked (Renewed)       ","




                    The media could not be loaded.
                


"
"        Apple iPhone 13, 128GB, Blue - Unlocked (Renewed)       ","
Es una lástima que no pueda usar el celular ya que el anuncio decía que era completamente desbloqueado y cuando llegó a mi país, la tarjeta SIM no funciona con el iPhone.Anteriormente compré otros celulares de Amazon y nunca tuve ese problema, pero esta vez fue muy inconveniente ya me encuentro en el extranjero y es complicado encontrar una solución estando lejos del vendedor
"
"        Apple iPhone 13, 128GB, Blue - Unlocked (Renewed)       ","
I purchased the phone for my son and the description says excellent condition. I was very hesitant in purchasing the phone but I took a chance and boy was I disappointed. I will be returning right away for my refund.
"
"        Apple iPhone 13, 128GB, Blue - Unlocked (Renewed)       ","
The iPhone is really cool so pretty,but has a problem whit the battery,I put the iPhone to charger all night and  still half battery.and work so slow other wise is good,the bad thing it is that is too expensive and a poor quality.
"
"        Apple iPhone 13, 128GB, Blue - Unlocked (Renewed)       ","
Worst phone experience ever. There is zero customer service if you beed to switch carriers via Amazon. Nobody will help. I switched carriers from tmobile to ATT and nobody can unlock this phone because it says its with sprint. I bought this as a tmobile phone. Dont buy phones on Amazon. Horrible nightmare of an experience. Never again
"
"        Apple iPhone 13, 128GB, Blue - Unlocked (Renewed)       ","
Got the phone back in September, no issues. Then in October the Signal drops and never returns. After some investigation, the phone was reported stolen & blacklisted. Working on the return as I type. Very upset about this purchase.
"
"        Apple iPhone 13, 128GB, Blue - Unlocked (Renewed)       ","
I went to two different places to get the phone activated and was told that the sim was locked and that they couldn't activated that phone.
"
"        Apple iPhone 13, 128GB, Blue - Unlocked (Renewed)       ","
The seller charged me for restocking fee which is 20% of what I paid for. I received a defective and scratched phone that’s the reason why I returned it.
"
"        Apple iPhone 13, 128GB, Blue - Unlocked (Renewed)       ","
The battery life can be rated at 5%. The phone received is not worth the money paid. I will like to return the phone please
"
"        Apple iPhone 13, 128GB, Blue - Unlocked (Renewed)       ","
I bought it for my girlfriend and the box contains no information. No Imei number
"
"        Apple iPhone 13, 128GB, Blue - Unlocked (Renewed)       ","
Phone basically brand new, just as described 10/10
"
"        Apple iPhone 13, 128GB, Blue - Unlocked (Renewed)       ","
Ordered by mistake.
"
"        Apple iPhone 13, 128GB, Blue - Unlocked (Renewed)       ","
everything is well
"
"        Apple iPhone 13, 128GB, Blue - Unlocked (Renewed)       ","
Great product. Came as it was described.  Nothing less nothing more
"
"        Apple iPhone 13, 128GB, Blue - Unlocked (Renewed)       ","
Excelente compra, el teléfono está en perfectas condiciones.
"
"        Apple iPhone 13, 128GB, Blue - Unlocked (Renewed)       ","
Credibility
"
"        Apple iPhone 13, 128GB, Blue - Unlocked (Renewed)       ","
Excelente condición, vida útil de la batería 100%
"
"        Apple iPhone 13, 128GB, Blue - Unlocked (Renewed)       ","
i appreceate the certainty
"
"        Apple iPhone 13, 128GB, Blue - Unlocked (Renewed)       ","
It came fast and in great condition, you cant even tell it’s a renewed phone!
"
"        Apple iPhone 13, 128GB, Blue - Unlocked (Renewed)       ","
It is a refurbished device, yes. But it's still great!. I've had it for two months now, didn't come with any scratches, hasn't had any weird glitch, and has responded great to all the stuff i download it there ! (getting a 128gb iPhone for less than $900 sounds like a fair deal knowing how over priced iphones are lol). The only thing is that the charger wasn't the original one but hey at least it brought a charger and a phone in perfect condition! It is also unlocked and i will finish it paying in December (I got it with klarna), which I feel it's fair compared to the iPhone 11 i got from at&t in 2019 and finished paying in December 2021 with the monthly payments being $150 lol.
"
"        Apple iPhone 13, 128GB, Blue - Unlocked (Renewed)       ","
Worth it seems brand new definitely worth it and can’t beat the price
"
"        Apple iPhone 13, 128GB, Blue - Unlocked (Renewed)       ","
Phone works beautifully! Shipped fast. (ordered ""new"" condition)
"
"        Apple iPhone 13, 128GB, Blue - Unlocked (Renewed)       ","
El teléfono llegó como nuevo, tenia vidrio templado instalado, además batería del 100%, todos los sensores y sistemas funcionan de maravilla
"
"        Apple iPhone 13, 128GB, Blue - Unlocked (Renewed)       ","
Arrived on time nothing to complain keep it up
"
"        Apple iPhone 13, 128GB, Blue - Unlocked (Renewed)       ","
This iPhone 13 I’m having problem with it message apoears that the battery is not genuin one for apple iphone
"
"        Apple iPhone 13, 128GB, Blue - Unlocked (Renewed)       ","
Was nervous to buy iphone online other than from apple or my tmobil store but glad I did! It was 100’s of dollars cheaper and it didnt make my bill go higher in which I was trying to avoid. I wanted to buy a phone straight out! This phone came in perfect condition and works amazing.
"
"        Apple iPhone 13, 128GB, Blue - Unlocked (Renewed)       ","
Le bas du cellulaire était «  brisé » on vois des entailles grise car il a eu des coups.Graffigne et autres également .
"
"        Apple iPhone 13, 128GB, Blue - Unlocked (Renewed)       ","
A los 2 días de uso dejo de cargar. Llego casi nuevo pero evidentemente defectuoso
"
"        iPhone 13 Pro, 128GB, Sierra Blue - Unlocked (Renewed Premium)       ","
Just received mine! Was excited to get it a day early. Battery at 99%. No cosmetic flaws to the body and back of phone but the screen had some light scratches to it. I'm satisfied with it.
"
"        iPhone 13 Pro, 128GB, Sierra Blue - Unlocked (Renewed Premium)       ","
Todo está super bien, no tiene rayaduras ni complicaciones con icloud o algo pero el nivel de bateria que me tocó fue de 92% y considero que es un poco bajo, pero por lo demas todo bien
"
"        iPhone 13 Pro, 128GB, Sierra Blue - Unlocked (Renewed Premium)       ","
Feel alright about the purchase. Battery health is 99% which is good, but there are plenty of scratches on the screen and the top right corner.
"
"        iPhone 13 Pro, 128GB, Sierra Blue - Unlocked (Renewed Premium)       ","
Very happy with this purchase. This phone almost looks brand new. Had it came in an Apple box, I wouldn’t be able to tell that this phone was refurbished. It has a SIM card tray on the side and since I use a carrier for cheaper data and no contract it was extremely easy to pop out the SIM card tray and place my SIM card in and I was good to go. Also very easy to transfer my old iPhone to this one (you just hold the phone next to the new one, it’s that simple!)
"
"        iPhone 13 Pro, 128GB, Sierra Blue - Unlocked (Renewed Premium)       ","
There is a scratch in the screen its not noticeable but i can feel it with my hand.
"
"        iPhone 13 Pro, 128GB, Sierra Blue - Unlocked (Renewed Premium)       ","
My phone took a swim over the weekend, and I needed a replacement within 2 days before leaving on a month long trip. All new iPhone 13 and 14 pros are sold out due to it being near Christmas, so I was left with no choice but to buy a refurb on Amazon. I’m glad I did! Saved a few hundred bucks, and it’s good as new. 0 scratches, 0 imperfections, battery health is at 98%. Highly recommend.
"
"        iPhone 13 Pro, 128GB, Sierra Blue - Unlocked (Renewed Premium)       ","
I absolutely love my iPhone thank you Amazon looks like a brand new iPhone and my battery is brand new as well I didn’t expect that! I absolutely love my purchase and wanted to upgrade and I’m glad I did most definitely worth it based on my experience! I highly recommend buying from Amazon directly themselves it’s how I bought my iPhone!UPDATEEXCELENTE PRODUCTO es como un nuevo celular me encanta el que me mando esto como si fuera nuevo y en buenas condiciones muchísimas gracias Amazon Thank You!
"
