asic,review
"        Apple iPhone 12, 64GB, Black - Fully Unlocked (Renewed)       ","
Compré este iPhone y funciona bien aunque tengo que decir que tuvo varios puntos en contra y es que al comprarlo me decidí por el reacondicionado en excelente estado y al recibirlo me encontré con que tiene 2 golpes el las esquinas, los aros que rodean a las lentes tienen raspones (pero las lentes están en excelente estado) y en la parte de atrás trae otro ratón mas. El reacondicionado excelente dice que golpes o ratones no se distinguen a un brazo de distancia pero si se notan y mucho en especial los de la esquina. Otro de los puntos en contra es que al pasar mis apps y archivos de mi antiguo iPhone me marcaba un error y me hizo restaurarlo 3 veces por lo que decidí iniciarlo como un iPhone nuevo y después descargar Lemus apps y documentos por iCloud. Hasta ahora el celular no ha teñido problemas de red, sistema y batería y con las fundas parecería nuevo así que decidí quedármelo a menos que en lo que resta de garantía me falle.
"
"        Apple iPhone 12, 64GB, Black - Fully Unlocked (Renewed)       ","
I got this renewed in excellent condition from Olympicwireless and it came the next day by Amazon shipping and this phone looked close to new as possible. Battery life was at 88% which is reasonable since its a few years old. Physicially I was very impressed and the phone worked fine as should be. Really happy. As for the iphone 12 , it is definitely faster from iphone 11 which I had a hand me down from a family member. I have used many android and previous versions of iphone and I must say iphone is easier to use in my opinion. Also a lot of reviews on Amazon don't mention the seller when it comes to renewed/refurbished and the listed condition that was bough but this makes a big difference for others looking for reviewed so would be great for others to mention this.
"
"        Apple iPhone 12, 64GB, Black - Fully Unlocked (Renewed)       ","
I believe I got lucky and got what feels like a brand new iPhone 12. I know the phone is old and I really am under the impression I got a brand new one that was sitting around for a while. Everything works fine and I’m really happy that when checking the battery health, it said 100%! I checked under direct light for scratches and scuffs. There was some minor scratches; very thin which looks like finger nail scratches. But from arm lengths distance, I couldn’t make out where the scratches were and I’m happy with it. My Samsung Galaxy S10e of 2.5 years malfunctioned recently and I needed a new phone but I didn’t want to break the bank.I did a lot of research prior to purchase on which older model was more “bang for your buck.” I found that the iPhone 12 in 2022 was a worthy  purchase considering it has a great camera, pretty display and the potential to see several more years of support from Apple (support being firmware updates which tend to include new features to your phone’s software). Nothing is guaranteed but a lot of people mentioned much older iPhones are still receiving updates. I do have a case on it but I don’t prefer any screen protectors because I want the most out of the display. If I break it, my carrier will fix it for a low cost.From now on, I’m going to buy older models of phones to save money and hope I get a quality phone like this one!
"
"        Apple iPhone 12, 64GB, Black - Fully Unlocked (Renewed)       ","
this is my second iPhone and I just upgraded from the 11. This one is noticeably faster and the camera is better but the battery is still okay at best. my daily driver is an android phone and that battery outlives this one every single day. even with game play on that one. I really like the camera tho. I bought it to test my app so it works for the purpose I got it. (the pic is from an android phone - forgive me lol)
"
"        Apple iPhone 12, 64GB, Black - Fully Unlocked (Renewed)       ","
Ablando de lo estético el teléfono está muy bonito desde el color asta lo físico me refiero a q no tine ningún rasguño oh golpe párese nuevo . La batería es de larga duración  .aproximada mente tengo 2 semanas con él así q no puedo decirte q me a durado mucho funcionado pero esta ahora todo esta bien con el teléfono . Espero q siga me siga funcionando por mucho mas tiempo ⏱️ para mi asta ahora es un 10
"
"        Apple iPhone 12, 64GB, Black - Fully Unlocked (Renewed)       ","
I believe face recognition is faulty. My phone and sites can be accessed by others than myself😵‍💫. I went from iPhone 8+ to iPhone 12 simply for the 5G network. I was more comfortable with the finger print more so than face recognition.I feel the battery life is very short even though I may not use it for hours and hours however it prompts me of status and I have to recharge come bedtime. I am not routinely on my phone much if at all during the day.It took some learning but finally managed to fix where I can open my phone with passcode rather than ‘swipe up’ which as stated anyone could do and use my phone with the faulty face recognition 😬.
"
"        Apple iPhone 12, 64GB, Black - Fully Unlocked (Renewed)       ","
When I bought the cell phone I didn't want to give my opinion because I hadn't tried it enough, it's been a while, I think I can give my opinion now, it works perfectly. the battery lasts a full day, the functions work well. I recommend buying it, especially thinking about the environment, greetings from Costa Rica.
"
"        Apple iPhone 12, 64GB, Black - Fully Unlocked (Renewed)       ","
Unfortunately I dropped the phone without a case and dented it a little bit on the first day I got it, so I couldn’t get any pictures of the pristine condition it came in. I didn’t see a single scratch or dent anywhere on it when I pulled it out of the box. The speaker and microphone grills were completely clean and shiny, the battery health is at 100%, and it came with a screen protector already installed with no air bubbles! It didn’t come with a charger but I don’t think apple includes one with a new iPhone anyway. Long story short Im extremely satisfied with my purchase.
"
"        Apple iPhone 12, 64GB, Black - Fully Unlocked (Renewed)       ","
The product packaging was surprisingly good, the exterior of the phone seems to be in Very Good condition, practically untouched apart from a few scratches above the front camera in the notch. I bought a Used - Good phone, and it came with 85% battery. And yes it is a legit, Unlocked, Apple Certified smart phone. Would have loved to see a biggger battery capacity, but you get what you pay for and overall I’m immensely satisfied.
"
"        Apple iPhone 12, 64GB, Black - Fully Unlocked (Renewed)       ","
So so happy with this purchase. I got this on a black friday sale so it was at a great discount. My old phone had become an absolute nightmare even though I'd only had it for 3 years because of poor storage (just 32 Gb), so every time I open ""iphone storage"" in my settings and see 256 GB, I get pretty giddy lol. Storage was really the most important factor for me when purchasing this, so I'm happy with my purchase.
"
"        Apple iPhone SE, 64GB, Black - Fully Unlocked (Renewed Premium)       ","
Phone arrived in a generic box but was well packaged. I do feel that for the product I received, the claim of “the screen and body show no signs of cosmetic damage visible from 12 inches away"" is being stretched a bit. There is damage on the bottom and right sides of the body of the phone where the paint has been chipped off. I don’t particularly mind these as much, because I will be putting a case on the phone, but it is worth mentioning. My major gripe with the phone I received is the scratch in the screen that you can very clearly see when it’s turned on. It’s a bit disappointing.I have no complaints with the functionality of the device. It has 89% battery health, which could definitely be better, but it’s alright. It came unlocked, with the amount of storage I paid for, 256gb.  Camera, speakers, etc. all seem to be in great working order. I needed a replacement after my 1st gen SE died on me, and this one is a great upgrade.
"
"        Apple iPhone SE, 64GB, Black - Fully Unlocked (Renewed Premium)       ","
I love the light weight and smaller form factor compared to most modern phones. Setup was easy, switching from Android was not difficult. Mine arrived with 93% battery health, quite good for an older device, though the device also arrived without any charge at all, so don’t plan to use it immediately. The speaker is not good and drains your battery quite substantially. The device physically shakes at high volumes; this phone is best used with headphones for music and video consumption. The device is fast, the screen is quite crisp, and the fingerprint reader is very reliable. The device also came with very little bloatware, and unlike with Android, you can uninstall almost everything rather than just disabling the apps.My impression of the phone is quite favorable, though some of Apple’s choices with their software are just a bit silly. The settings for some apps aren’t as granular as they are on Android. If you don’t wholly live in Apple’s ecosystem and consume technology exactly as they think you should, there will be a bit of a learning curve. That’s more an issue with the current status of the software across all Apple devices than an issue with this phone specifically and there are ways to adapt to and work around it.
"
"        Apple iPhone SE, 64GB, Black - Fully Unlocked (Renewed Premium)       ","
I previously purchased from Amazon Renewed an iPhone 5s, and was satisfied with it considering the price was barely over one hundred dollars. That phone, however, was originally released in 2013, and at 8 years old it was getting hard to justify its continued use.So when the new iPhone SE (2020) was released I was really tempted to get it, but the pandemic had basically stopped any purchasing of anything for me at the time. Now in September of 2021, with the battery in my old phone failing, it was time to do something.I decided to check out what Amazon might have in their ""renewed"" products and was surprised to find that they now have ""Renewed Premium"", which offers a year's satisfaction guarantee. That meant, in my mind, I could send this thing back if it wasn't good or turned out to be a lemon, so I sprung for it.First of all, this one came in a nice box, oversized, and obviously sturdy enough to protect everything inside. It comes with an information packet describing what ""premium"" means, along with a quick start guide. The inclusion of a standard wall charger was nice, but I have a number of chargers already, not to mention my iPad Pro charger. I'll get back to that in a minute.Another thing that was nice to have included was a tool for removing the SIM card tray. Nice, but it turns out that with the new iPhone SE you can use eSIM! More on that as well in a minute.Now first of all...  This phone looks gorgeous. The red color and the black front make for an awesome combination. All surfaces are smooth as if it was a brand new phone. Turning it on shows the screen is working perfectly, with even back lighting all across to each corner.The first thing I checked was the ""battery health"". Amazon promises that with their renewed premium phones the battery would at least be at ninety percent of capacity, so I immediately checked.Ninety-eight percent! Eight percent better than what they promised. Not bad at all!So it turns out that this phone supports fast charging. So that means my phone gets charged on the desk where my iPad Pro sits, because the charger for that is a high capacity charger. The iPhone SE charges up easily in a little over an hour, which means no need to plug it in over night. In fact, I plug it in before bed, but it's plugged into an outlet controlled by Alexa and that wont come on till in the morning. The phone charges up to capacity before I go to work!Now for setting up the service, the iPhone SE (2020) supports eSIM, which means getting set up with Mint Mobile (or any service that supports eSIM) was as easy as...  Well, I went to Mint Mobile's website, checked my location, checked phone compatibility, chose my service plan, then chose eSIM at check out. A few minutes later a QR code appeared on the screen of my computer that I scanned with the iPhone SE, and a few seconds later I had 4G/LTE and everything ready to go.eSIM is the way to go. It is, just trust me on that.After about a week of using the phone, on some days like I normally do and on other day literally trying to cause it run dry of battery or trying to get it to malfunction, this little phone is holding up way better than I could have anticipated. I believe I can safely say my iPhone 5s can be retired for good.By the way. Get a cover. This phone has a glass back, which means it can be charged wirelessly, but it also means you can break it easily. I got a simple transparent back cover with a raised bezel around the edges. It cost about 9 dollars, came in the same day as the phone.I would recommend this phone and the Amazon Renewed Premium program. Yes the cost of the phone was more than it would have been with renewed only, but being able to return the phone for up to a year is worth it.
"
"        Apple iPhone SE, 64GB, Black - Fully Unlocked (Renewed Premium)       ","
The phone (refurbished) seems to be working fine.  It’s only been a few weeks but so far so good.  My only issue was I ordered a 256 & received a 128 mb.  I have the two TB in the cloud but you still can’t really do as much once ur phone or tablet is full so this was important to me but the company offered me a full refund if I wanted to ship back or a partial refund to keep the latter.  I opted for that because I didn’t feel like waiting and setting everything up again. They issued me the partial refund I selected within hours.  No 5-7 business days nonsense so I’d recommend this company Joygoods and their commitment to responsiveness if shopping for a refurbished iPhone or the like. The model doesn’t come with face recognition but the home button works for fingerprint print unlike many refurbs (particularly in this price range) so yeah they were solid.  The battery health was also at 93% which is stellar for a refurbished phone. 👊🏼❤️👍
"
"        Apple iPhone SE, 64GB, Black - Fully Unlocked (Renewed Premium)       ","
Received and opened. Had a roughed and scratch portion on the top right side of the screen, so much so that the screen protector didn’t adhere to this part of the screen. Noticeable as a bubble on the screen. I’m pretty sure I bought the premium one promising, little to no cosmetic damage. Bought it for my friend who needed to replace her phone. She needed a phone more than the time it takes to return and receive a replacement so she said “it’s fine.”, but I’m a little bit disappointed.
"
"        Apple iPhone SE, 64GB, Black - Fully Unlocked (Renewed Premium)       ","
I was a little hesitant about purchasing a renewed phone and expecting to receive an iPhone SE (2020) that had some visible scratches on the screen and case. The phone I received looked like it was brand new!  I was truly amazed how easy it was to upload my old iPhone 6 information to it. Needless to say, I am very, very happy with this purchase and all the money I saved purchasing renewed versus new.
"
"        Apple iPhone SE, 64GB, Black - Fully Unlocked (Renewed Premium)       ","
I am happy but it has the minimum battery life listed which is what they stated could happen… Different buying options have different battery life ranges and I got the lowest end of my range but it is okay! The biggest sad thin is that the SIM card port was broke by whoever fixed it or had it last. The port is functional but it is broke. There will be small defects but for the price I am privledged.
"
"        Apple iPhone SE, 64GB, Black - Fully Unlocked (Renewed Premium)       ","
NOTE: I purchased this as a ""renewed"" product by Amazon. I've mostly purchased renewed phones off of eBay, but I've burned before by waiting a week or two, giving a positive review, then the item crapping out on me soon after so I thought I'd give Amazon's refurbished product a try since you have 90 days of guaranteed satisfaction and you can always come back to edit your reviews.MY ISSUES THUS FAR (3 days into ownership): Essentially, the phone is *not* fully functional.1. I'm already dealing with multiple app crashes. I'd like to blame it on the app alone, but the last refurbished iphone SE (original) that I owned started doing this with a single app which progressed into multiple apps crashing on me. That phone has only lasted a few months. Now, I'm not entirely sure if this is a refurbished phone issue or an iphone SE issue, but I know that the new iphone SE I originally purchased directly from the store didn't do this to me until the end of it's lifespan.2. Rings are not reliably coming through which has already resulted in a couple of missed calls. I work from home so I cannot be missing these calls from my office. Sometimes it rings and sometimes it doesn't. I've checked all of my settings (even the silent mode), and I cannot figure out why only a portion of my incoming calls actually ring.THE POSITIVES: The refurbished guarantee has held true in some regard. I have 82% battery health (renewed guarantees 80% or more) and it does seem to retain it's charge very well. The cosmetic blemishes are at a minimum, and I would say that it is in excellent condition insofar as looks are concerned....I just cannot get past the fact that this phone already has software issues mere days into ownership. I may have to deduct another star and/or exchange this item for one that works properly.
"
"        Apple iPhone SE, 64GB, Black - Fully Unlocked (Renewed Premium)       ","
I originally had the iPhone SE 2nd Generation but dropped it one too many times. Bought this as a replacement because I like small phones and this is the smallest out of all the iPhones on the market. I bought the excellent condition iPhone and it brand new. No scratches on screen or anywhere else. Came with charger and instructions on what to do so that you don’t mess up your SIM card. All I had to do was put my SIM card in and power on the phone and it worked perfectly. I give this seller 5 stars because it’s like brand new and it’s unlocked so I can use any service provider.
"
"        Apple iPhone SE, 64GB, Black - Fully Unlocked (Renewed Premium)       ","
Ordered the iPhone SE 2nd generation that was refurbished/renewed. Phone is @2 years old and in excellent condition and working order. Battery was at 88% capacity and can go a full day with one charge. Given the savings in purchasing this phone this was a great deal.
"
"        Apple iPhone 11, 256GB, Black - Fully Unlocked (Renewed)       ","
I’m a college student and my phone screen went black on me a couple weeks ago, so I was kind of screwed without a phone and my data, but this one arrived within a few days (it was half a day late but overnight since it was set to arrive 8PM- wasn’t a huge deal) and it works perfectly. I was able to get all my data transferred through iCloud and it’s just like my old phone. I believe it came with a screen protector seeing as the screen looks raised which is nice. There are a couple tiny tiny scratches on the protector but that’s to be expected with the refurbished phones, that would be the only flaw I see. Battery seems even better than my old phone and I was worried about maximum charge/capacity only being around 80% but it hasn’t been an issue at all!
"
"        Apple iPhone 11, 256GB, Black - Fully Unlocked (Renewed)       ","
I honestly only bought this phone because I trust amazon's return policy, so my expectations were pretty low. I saw reviews that the max capacity for battery life can range, well I lucked out, mine is 100%. At first, my battery stopped at 80% because I kept getting notifications that there was suddenly water in the charging port. Well found out there is a way to completely bypass this and then my battery never gave me an issue again. There was a small chip on the screen, but that was expected and my screen protector hides it pretty well. Other than that, I have no issues, it seemed pretty brand new to me. This was a pretty good purchase.
"
"        Apple iPhone 11, 256GB, Black - Fully Unlocked (Renewed)       ","
So my son wanted a new phone. But as a single father of 3 boys with no child support I as a dad can’t afford to buy him a brand new phone. So he saved up $300. He wanted this so I ordered it. When I tell you it looks brand new!!!! So far it’s perfect! It it keeps up I don’t see me even buying myself a new phone and being stuck with a payment! I’ll plan on an Amazon renewed! And no, they didn’t pay me to write this review lol. This phone so far, is amazing. It’s only been 4 days. I’ll update the review if I end up having any unnecessary issues.
"
"        Apple iPhone 11, 256GB, Black - Fully Unlocked (Renewed)       ","
I ordered a Red iphone 11 but I got a black one instead, I was sad, but the seller was really great and we sorted this problem out in my best interest. Battery life is great I can use this for two days without charging with heavy uses. Even though battery health came at 78%. Scraches on the back and screen but nothing a case and screen protector could not hide, although few scratches are visable where screen protector could not cover. Overall I love the device.
"
"        Apple iPhone 11, 256GB, Black - Fully Unlocked (Renewed)       ","
This is the second time I buy a refurbished phone from Amazon. The first one is still working after several years but it doesn't have enough memory (32 GB), that is why I am upgrading it.So far with the second phone, so good, as advertised. (Be careful with your color selection. ""Yellow"" means bright yellow, not ""gold"". So just be careful). I will keep you posted in case something unexpected goes wrong.
"
"        Apple iPhone 11, 256GB, Black - Fully Unlocked (Renewed)       ","
First iphone (a Five)  I bought from this vendor, lasted years, until it was outdated.Second iphone (11)  was defective, vendor promptly issued a full refund.  I bought my third iphone 11 from the SAME VENDOR, it was excellent!  When I need another phone, I will look up this vendor!
"
"        Apple iPhone 11, 256GB, Black - Fully Unlocked (Renewed)       ","




                    The media could not be loaded.
                



 Update: the seller contacted me later the following day after reaching out to them and apologized and is going to replace it. It could have just been an oversight so I’ll give it a go.Original: This was advertised as excellent condition and probably should have been categorized as good condition. The screen and back glass are both scratched and dinged up so much that it glitters in the light.The shipping was super fast, it came packaged well, and the price was decent. It seems to work perfectly otherwise, but dings in the screen can definitely affect the overall strength and make it less durable. This is for my 15 year old son so durability is a must.I sent a message to the seller yesterday but haven’t heard back yet. It hasn’t been 48 hours for a response, not faulting them for that, but I may just return it. It seems either they didn’t review it well before re-selling it, or they didn’t think the damaged glass was a quality issue. I’m not completely sure I want a replacement from them, but if they end up reaching out before I return it Monday, I will update.
"
"        Apple iPhone 11, 256GB, Black - Fully Unlocked (Renewed)       ","
Upgraded from an iPhone 7. Well-packaged. Clear instruction. Transferred via iCloud in 8 minutes. NO MORE physical SIM cards!!!It came with a perfectly installed screen protector, which is nice. Me putting one on, always ended up crooked.Zero flaws and honestly appears brand new.
"
"        Apple iPhone 11, 256GB, Black - Fully Unlocked (Renewed)       ","
Super happy with this purchase but my one complaint was that the battery was at 82% life and that was a bit disappointing, other than that the phone was practically brand new.
"
"        Apple iPhone 11, 256GB, Black - Fully Unlocked (Renewed)       ","
Phone looks great for the price. Only disclaimer is read the comments I got the excellent condition and the screen more then likely was replaced due to glue still around the outside with fuz on it and light wear around the edges. Doesn’t come with Apple box or a Apple brand charger. Overall I’m satisfied with the price and look just be aware of what your getting.
"
"        iPhone 13 Pro, 128GB, Sierra Blue - Unlocked (Renewed Premium)       ","
Very happy with this purchase. This phone almost looks brand new. Had it came in an Apple box, I wouldn’t be able to tell that this phone was refurbished. It has a SIM card tray on the side and since I use a carrier for cheaper data and no contract it was extremely easy to pop out the SIM card tray and place my SIM card in and I was good to go. Also very easy to transfer my old iPhone to this one (you just hold the phone next to the new one, it’s that simple!)
"
"        iPhone 13 Pro, 128GB, Sierra Blue - Unlocked (Renewed Premium)       ","
My phone took a swim over the weekend, and I needed a replacement within 2 days before leaving on a month long trip. All new iPhone 13 and 14 pros are sold out due to it being near Christmas, so I was left with no choice but to buy a refurb on Amazon. I’m glad I did! Saved a few hundred bucks, and it’s good as new. 0 scratches, 0 imperfections, battery health is at 98%. Highly recommend.
"
"        iPhone 13 Pro, 128GB, Sierra Blue - Unlocked (Renewed Premium)       ","
Just received mine! Was excited to get it a day early. Battery at 99%. No cosmetic flaws to the body and back of phone but the screen had some light scratches to it. I'm satisfied with it.
"
"        iPhone 13 Pro, 128GB, Sierra Blue - Unlocked (Renewed Premium)       ","
Todo está super bien, no tiene rayaduras ni complicaciones con icloud o algo pero el nivel de bateria que me tocó fue de 92% y considero que es un poco bajo, pero por lo demas todo bien
"
"        iPhone 13 Pro, 128GB, Sierra Blue - Unlocked (Renewed Premium)       ","
Feel alright about the purchase. Battery health is 99% which is good, but there are plenty of scratches on the screen and the top right corner.
"
"        iPhone 13 Pro, 128GB, Sierra Blue - Unlocked (Renewed Premium)       ","
I absolutely love my iPhone thank you Amazon looks like a brand new iPhone and my battery is brand new as well I didn’t expect that! I absolutely love my purchase and wanted to upgrade and I’m glad I did most definitely worth it based on my experience! I highly recommend buying from Amazon directly themselves it’s how I bought my iPhone!UPDATEEXCELENTE PRODUCTO es como un nuevo celular me encanta el que me mando esto como si fuera nuevo y en buenas condiciones muchísimas gracias Amazon Thank You!
"
"        iPhone 13 Pro, 128GB, Sierra Blue - Unlocked (Renewed Premium)       ","
Es un bueno producto que cumple lo estipulado
"
"        iPhone 13 Pro, 128GB, Sierra Blue - Unlocked (Renewed Premium)       ","
Hi is happy for his iPhone 📱
"
"        iPhone 13 Pro, 128GB, Sierra Blue - Unlocked (Renewed Premium)       ","
There is a scratch in the screen its not noticeable but i can feel it with my hand.
"
"        iPhone 13 Pro, 128GB, Sierra Blue - Unlocked (Renewed Premium)       ","




                    The media could not be loaded.
                



 Basically New Two Cons that I really don’t ruin my experience but I will note is Battery is at 96% and No AppleCare that’s the only things that’s separates this from a new Phone.Definitely Recommended
"
"        Apple iPhone XS, US Version, 256GB, Space Gray - Unlocked (Renewed)       ","
I bought this phone for work related use. I opted to go the refurbished route given my use case. After looking through my many options and deciding IOS is best for my business use I went ahead and pulled the trigger on this amazon refurbished Iphone XS. I knew what I was going into and fully expected this phone to have some minor blemishes and at least 80% battery.Upon arrival, I was satisfied with the phone despite the phone having much more extensive screen wear than expected AND a pretty poor excuse for a screen protector meant to cover up the screen wear. It is however an old model, refurbished phone, so that is to be expected.Here is the massive flub. The battery capacity.Upon receiving the iphone I promptly turned it on and tested the device, including the battery life. 91%. Given they guarantee 80% I thought I got really lucky and hit the refurbished jackpot.Well, fast forward not even a week and I decided to check the battery life again. 82%????Now I am no engineer, but 9% battery degradation in less than a week sounds excessive.I figured its still above 80%(what was advertised) so I still got the product I payed for. I can live with a shorter battery life.Fast forward 7 more months of minimal use. The phone is on daily with very limited screen time. Work related texts and calls. Occasionally audible, or spotify use.  Monitored all my charging to prevent over charging.Now my battery health is at 60%.Im not sure what rate of degradation is normal but given my use case mine seems to have died unreasonably quickly. I bought this as a cheaper alternative to a new iphone but 300 is by no means cheap and for a device that is quickly dying 8 months later.I am always a bit nervous buying refurbished tech, especially from Amazon.Buying refurbished is a flip of a coin and you may get luckier than me but this left a sour taste in my mouth and left me feeling inclined to leave this review as a disclaimer.In the future I will either buy new, or go the ebay refurbished route given their refurbs tend to be a bit cheaper and come with a 1 year warranty on all ebay certified refurbished tech.Good luck to all those in the market. If you decide to go this route, I hope you get luckier than I did.
"
"        Apple iPhone XS, US Version, 256GB, Space Gray - Unlocked (Renewed)       ","
Bought this from MOBILESUPPLY. I purchased the 'good' quality and was more than happy. Yes, the phone has some scratches on the sides, but that is to be expected from a 'good' quality 5 year old phone. It will be going in a case anyways. Back glass/cameras and front screen are in perfect condition. Face ID works great and the transfer process from my old phone was smooth. Battery health was at 85%, which is again 'good' for a 5 year old phone. I can vouch for MOBILESUPPLY if you can purchase from them.
"
"        Apple iPhone XS, US Version, 256GB, Space Gray - Unlocked (Renewed)       ","
Esperaba que la batería viniera con un 100% de vida sin embargo su capacidad máxima de recarga es de un 85%
"
"        Apple iPhone XS, US Version, 256GB, Space Gray - Unlocked (Renewed)       ","
Phone came in absolutely great condition! My only complaint is receiving the phone completely dead (no battery life at all) and once turned on and signed in, there is the notifications repeatedly every 15 minutes about the battery is not detected as a genuine apple iPhone battery, but so far within first day have not had any issues regarding the battery.. I’ll come back with more if anything changes.
"
